job_id,job_city,job_industry,job_type,job_ownership,job_req_min_experience,received_callback,race,gender,years_college,worked_during_school,years_experience,computer_skills,special_skills,volunteer,military,employment_gap,has_email_address,resume_quality
301,Boston,business_and_personal_service,manager,public,0,1,white,F,4,NO,13,NO,NO,NO,NO,YES,NO,low
301,Boston,business_and_personal_service,manager,public,0,0,white,M,4,YES,23,YES,NO,YES,NO,YES,YES,high
301,Boston,business_and_personal_service,manager,public,0,0,black,M,4,NO,10,YES,NO,NO,NO,YES,NO,low
301,Boston,business_and_personal_service,manager,public,0,0,black,F,0,NO,18,YES,NO,YES,YES,YES,YES,high
526,Chicago,business_and_personal_service,secretary,private,0,0,black,F,3,YES,6,YES,NO,NO,NO,NO,NO,low
526,Chicago,business_and_personal_service,secretary,private,0,0,white,F,3,YES,6,YES,NO,YES,NO,NO,YES,high
526,Chicago,business_and_personal_service,secretary,private,0,0,white,F,2,NO,6,YES,NO,NO,NO,NO,NO,low
526,Chicago,business_and_personal_service,secretary,private,0,0,black,F,3,YES,6,YES,NO,YES,YES,NO,YES,high
527,Chicago,other_service,supervisor,unknown,0,0,white,F,4,YES,11,YES,NO,NO,NO,YES,YES,high
527,Chicago,other_service,supervisor,unknown,0,0,black,F,3,NO,12,YES,NO,YES,NO,YES,YES,high
527,Chicago,other_service,supervisor,unknown,0,0,black,F,4,NO,12,YES,NO,NO,NO,YES,NO,low
527,Chicago,other_service,supervisor,unknown,0,0,white,F,4,YES,11,YES,NO,NO,NO,NO,NO,low
528,Chicago,business_and_personal_service,secretary,public,0,0,white,F,3,NO,7,YES,YES,YES,NO,YES,YES,high
528,Chicago,business_and_personal_service,secretary,public,0,0,black,F,3,YES,7,YES,NO,NO,NO,NO,YES,high
528,Chicago,business_and_personal_service,secretary,public,0,0,black,F,4,YES,7,YES,NO,NO,NO,YES,NO,low
528,Chicago,business_and_personal_service,secretary,public,0,0,white,F,4,NO,7,YES,NO,NO,NO,YES,NO,low
529,Chicago,other_service,secretary,unknown,0,0,white,F,3,NO,12,YES,YES,NO,NO,YES,NO,low
529,Chicago,other_service,secretary,unknown,0,0,black,F,2,NO,13,YES,YES,NO,NO,YES,NO,low
529,Chicago,other_service,secretary,unknown,0,0,black,F,3,YES,12,YES,YES,YES,YES,NO,YES,high
529,Chicago,other_service,secretary,unknown,0,0,white,F,3,YES,11,YES,YES,YES,NO,YES,YES,high
530,Chicago,finance_insurance_real_estate,secretary,private,0,0,black,F,4,YES,5,YES,NO,NO,NO,YES,YES,high
530,Chicago,finance_insurance_real_estate,secretary,private,0,0,white,F,4,NO,5,YES,NO,NO,NO,YES,NO,low
530,Chicago,finance_insurance_real_estate,secretary,private,0,0,white,F,4,YES,6,YES,YES,NO,NO,NO,YES,high
530,Chicago,finance_insurance_real_estate,secretary,private,0,0,black,F,4,YES,6,YES,NO,NO,NO,YES,NO,low
531,Chicago,finance_insurance_real_estate,secretary,private,0,0,white,F,2,YES,3,YES,NO,YES,NO,YES,NO,low
531,Chicago,finance_insurance_real_estate,secretary,private,0,0,black,F,4,NO,2,YES,NO,NO,NO,YES,NO,low
531,Chicago,finance_insurance_real_estate,secretary,private,0,0,white,F,4,YES,5,YES,NO,YES,NO,NO,YES,high
531,Chicago,finance_insurance_real_estate,secretary,private,0,0,black,F,3,YES,5,YES,NO,YES,NO,NO,YES,high
532,Chicago,other_service,secretary,unknown,0,0,black,F,4,YES,7,YES,NO,NO,NO,YES,YES,high
532,Chicago,other_service,secretary,unknown,0,0,white,F,4,NO,6,YES,NO,NO,NO,YES,NO,low
532,Chicago,other_service,secretary,unknown,0,0,white,F,3,YES,7,YES,NO,YES,YES,NO,YES,high
532,Chicago,other_service,secretary,unknown,0,0,black,F,4,YES,7,YES,YES,NO,NO,YES,NO,low
533,Chicago,business_and_personal_service,supervisor,unknown,5,0,white,F,4,NO,8,YES,NO,YES,NO,YES,YES,high
533,Chicago,business_and_personal_service,supervisor,unknown,5,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
533,Chicago,business_and_personal_service,supervisor,unknown,5,0,black,F,4,YES,8,YES,NO,NO,NO,NO,YES,high
533,Chicago,business_and_personal_service,supervisor,unknown,5,0,white,F,4,NO,7,YES,NO,NO,NO,YES,NO,low
534,Chicago,finance_insurance_real_estate,secretary,private,0,0,black,F,3,YES,9,YES,NO,NO,NO,NO,NO,low
534,Chicago,finance_insurance_real_estate,secretary,private,0,0,black,F,4,NO,4,YES,YES,NO,YES,YES,YES,high
534,Chicago,finance_insurance_real_estate,secretary,private,0,0,white,F,4,YES,4,YES,NO,NO,NO,YES,YES,high
534,Chicago,finance_insurance_real_estate,secretary,private,0,0,white,F,4,NO,4,YES,NO,NO,NO,YES,NO,low
535,Chicago,other_service,supervisor,unknown,1,0,white,F,4,YES,6,YES,YES,YES,NO,YES,YES,high
535,Chicago,other_service,supervisor,unknown,1,0,white,F,4,YES,6,NO,YES,NO,NO,YES,NO,low
535,Chicago,other_service,supervisor,unknown,1,0,black,F,4,NO,5,NO,YES,NO,NO,YES,NO,low
535,Chicago,other_service,supervisor,unknown,1,0,black,F,4,NO,7,YES,YES,YES,NO,NO,YES,high
536,Chicago,wholesale_and_retail_trade,secretary,private,0,0,white,F,4,YES,4,YES,NO,NO,NO,NO,NO,low
536,Chicago,wholesale_and_retail_trade,secretary,private,0,0,white,F,4,YES,5,YES,YES,NO,NO,NO,YES,high
536,Chicago,wholesale_and_retail_trade,secretary,private,0,0,black,F,4,YES,4,YES,YES,YES,NO,NO,YES,high
536,Chicago,wholesale_and_retail_trade,secretary,private,0,0,black,F,4,NO,7,YES,NO,NO,NO,NO,NO,low
538,Chicago,wholesale_and_retail_trade,sales_rep,private,0,0,white,F,4,NO,5,NO,YES,NO,NO,YES,NO,low
537,Chicago,other_service,secretary,nonprofit,0,0,white,F,4,YES,11,YES,NO,YES,NO,NO,YES,high
537,Chicago,other_service,secretary,nonprofit,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
538,Chicago,wholesale_and_retail_trade,sales_rep,private,0,0,black,F,4,NO,5,NO,NO,NO,NO,YES,NO,low
537,Chicago,other_service,secretary,nonprofit,0,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
537,Chicago,other_service,secretary,nonprofit,0,0,black,F,4,YES,11,YES,NO,YES,NO,NO,YES,high
539,Chicago,business_and_personal_service,secretary,public,0,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
539,Chicago,business_and_personal_service,secretary,public,0,0,white,F,4,YES,11,YES,NO,YES,NO,NO,YES,high
539,Chicago,business_and_personal_service,secretary,public,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
539,Chicago,business_and_personal_service,secretary,public,0,0,black,F,4,YES,11,YES,NO,YES,NO,NO,YES,high
540,Chicago,other_service,clerical,nonprofit,0,0,white,F,4,YES,6,YES,NO,YES,NO,NO,YES,high
540,Chicago,other_service,clerical,nonprofit,0,0,black,F,4,YES,14,YES,NO,NO,NO,NO,NO,low
540,Chicago,other_service,clerical,nonprofit,0,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
540,Chicago,other_service,clerical,nonprofit,0,0,black,F,4,YES,6,YES,NO,YES,NO,NO,YES,high
541,Chicago,wholesale_and_retail_trade,secretary,private,0.1,0,white,F,4,NO,4,YES,NO,NO,NO,YES,NO,low
541,Chicago,wholesale_and_retail_trade,secretary,private,0.1,0,black,F,4,YES,8,YES,NO,YES,NO,YES,YES,high
541,Chicago,wholesale_and_retail_trade,secretary,private,0.1,0,white,F,4,NO,3,YES,YES,YES,NO,YES,YES,high
541,Chicago,wholesale_and_retail_trade,secretary,private,0.1,0,black,F,4,YES,3,YES,NO,NO,NO,NO,NO,low
542,Chicago,manufacturing,supervisor,private,0,0,white,F,4,YES,6,YES,NO,NO,NO,YES,NO,low
542,Chicago,manufacturing,supervisor,private,0,0,black,F,3,NO,21,YES,NO,YES,NO,YES,YES,high
542,Chicago,manufacturing,supervisor,private,0,0,white,F,3,YES,3,YES,NO,YES,YES,NO,YES,high
542,Chicago,manufacturing,supervisor,private,0,0,black,F,4,NO,4,YES,NO,NO,NO,YES,NO,low
543,Chicago,business_and_personal_service,clerical,private,0,0,white,F,3,YES,2,YES,NO,YES,YES,NO,YES,high
543,Chicago,business_and_personal_service,clerical,private,0,0,black,F,4,NO,19,YES,NO,NO,NO,YES,NO,low
543,Chicago,business_and_personal_service,clerical,private,0,0,white,F,3,NO,8,YES,NO,NO,NO,YES,NO,low
543,Chicago,business_and_personal_service,clerical,private,0,0,black,F,4,YES,5,YES,NO,YES,NO,NO,YES,high
544,Chicago,manufacturing,secretary,private,0,0,white,F,3,NO,3,YES,NO,YES,NO,YES,YES,high
544,Chicago,manufacturing,secretary,private,0,0,black,F,3,YES,3,YES,NO,YES,YES,NO,YES,high
544,Chicago,manufacturing,secretary,private,0,0,black,F,4,YES,4,YES,NO,NO,NO,YES,NO,low
544,Chicago,manufacturing,secretary,private,0,0,white,F,4,NO,4,YES,NO,NO,NO,YES,NO,low
545,Chicago,wholesale_and_retail_trade,supervisor,private,0,0,white,F,4,NO,4,YES,YES,NO,NO,YES,NO,low
545,Chicago,wholesale_and_retail_trade,supervisor,private,0,0,black,F,4,NO,12,YES,YES,YES,NO,YES,YES,high
545,Chicago,wholesale_and_retail_trade,supervisor,private,0,0,white,F,3,NO,21,YES,YES,YES,NO,YES,YES,high
545,Chicago,wholesale_and_retail_trade,supervisor,private,0,0,black,F,4,YES,7,YES,NO,NO,NO,NO,NO,low
546,Chicago,business_and_personal_service,supervisor,private,0,0,white,F,3,YES,16,YES,NO,NO,NO,NO,YES,high
546,Chicago,business_and_personal_service,supervisor,private,0,0,black,F,3,YES,5,YES,NO,YES,NO,NO,YES,high
546,Chicago,business_and_personal_service,supervisor,private,0,0,black,F,3,YES,6,YES,NO,NO,NO,NO,NO,low
546,Chicago,business_and_personal_service,supervisor,private,0,0,white,F,2,YES,3,YES,NO,YES,NO,YES,NO,low
547,Chicago,business_and_personal_service,secretary,private,0.1,0,black,F,4,YES,15,YES,NO,NO,NO,NO,NO,low
547,Chicago,business_and_personal_service,secretary,private,0.1,0,white,F,4,NO,3,YES,YES,NO,NO,YES,NO,low
548,Chicago,wholesale_and_retail_trade,manager,private,0,0,white,M,4,YES,6,YES,YES,NO,YES,YES,YES,high
548,Chicago,wholesale_and_retail_trade,manager,private,0,0,black,F,4,NO,8,YES,YES,YES,NO,NO,YES,high
549,Chicago,other_service,supervisor,unknown,0,0,white,F,2,NO,6,YES,NO,NO,NO,NO,NO,low
549,Chicago,other_service,supervisor,unknown,0,0,black,F,4,NO,7,YES,NO,NO,NO,YES,NO,low
549,Chicago,other_service,supervisor,unknown,0,0,white,F,3,NO,5,YES,NO,YES,NO,YES,YES,high
549,Chicago,other_service,supervisor,unknown,0,0,black,F,4,YES,5,YES,NO,NO,NO,YES,YES,high
48,Boston,other_service,retail_sales,unknown,0.1,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
236,Boston,other_service,retail_sales,unknown,0,0,white,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
134,Boston,wholesale_and_retail_trade,sales_rep,public,0.1,0,white,F,4,YES,2,YES,NO,YES,YES,NO,YES,high
48,Boston,other_service,retail_sales,unknown,0.1,0,white,F,4,YES,2,YES,NO,YES,YES,NO,YES,high
109,Boston,other_service,clerical,unknown,0,0,white,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
236,Boston,other_service,retail_sales,unknown,0,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
195,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,white,M,4,YES,6,YES,YES,YES,NO,NO,YES,high
134,Boston,wholesale_and_retail_trade,sales_rep,public,0.1,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
211,Boston,other_service,sales_rep,unknown,0.1,0,white,F,4,NO,10,YES,NO,YES,NO,YES,YES,high
195,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,white,F,2,NO,8,NO,NO,NO,NO,YES,NO,low
195,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,black,M,4,NO,10,YES,NO,NO,YES,YES,YES,high
109,Boston,other_service,clerical,unknown,0,0,white,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
80,Boston,other_service,clerical,private,0.1,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
211,Boston,other_service,sales_rep,unknown,0.1,0,black,M,4,YES,8,NO,NO,NO,NO,NO,NO,low
48,Boston,other_service,retail_sales,unknown,0.1,0,white,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
80,Boston,other_service,clerical,private,0.1,0,black,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
236,Boston,other_service,retail_sales,unknown,0,0,black,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
134,Boston,wholesale_and_retail_trade,sales_rep,public,0.1,0,black,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
80,Boston,other_service,clerical,private,0.1,0,black,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
154,Boston,other_service,sales_rep,unknown,0.1,0,black,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
236,Boston,other_service,retail_sales,unknown,0,0,black,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
109,Boston,other_service,clerical,unknown,0,0,black,F,4,YES,2,YES,NO,YES,YES,NO,YES,high
154,Boston,other_service,sales_rep,unknown,0.1,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
211,Boston,other_service,sales_rep,unknown,0.1,0,black,M,4,NO,8,NO,NO,YES,NO,NO,YES,high
154,Boston,other_service,sales_rep,unknown,0.1,0,white,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
134,Boston,wholesale_and_retail_trade,sales_rep,public,0.1,0,black,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
80,Boston,other_service,clerical,private,0.1,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
211,Boston,other_service,sales_rep,unknown,0.1,0,white,F,4,YES,8,YES,NO,NO,NO,NO,NO,low
195,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,black,F,1,NO,10,NO,NO,NO,NO,YES,NO,low
154,Boston,other_service,sales_rep,unknown,0.1,0,black,F,4,YES,2,YES,NO,YES,YES,NO,YES,high
48,Boston,other_service,retail_sales,unknown,0.1,0,black,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
109,Boston,other_service,clerical,unknown,0,0,black,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
550,Boston,other_service,secretary,unknown,0.1,0,white,F,4,NO,9,YES,NO,YES,NO,YES,YES,high
550,Boston,other_service,secretary,unknown,0.1,0,black,F,4,YES,14,YES,NO,YES,NO,YES,YES,high
550,Boston,other_service,secretary,unknown,0.1,0,white,F,3,YES,7,YES,YES,NO,NO,YES,NO,low
550,Boston,other_service,secretary,unknown,0.1,0,black,F,3,NO,13,YES,YES,NO,NO,YES,YES,low
551,Boston,other_service,supervisor,nonprofit,0.1,0,black,F,3,NO,26,YES,YES,YES,NO,YES,YES,high
551,Boston,other_service,supervisor,nonprofit,0.1,0,white,F,4,NO,8,YES,YES,YES,NO,YES,YES,high
551,Boston,other_service,supervisor,nonprofit,0.1,0,black,F,3,NO,13,YES,YES,NO,NO,YES,YES,low
551,Boston,other_service,supervisor,nonprofit,0.1,0,white,F,4,NO,11,YES,YES,NO,NO,YES,NO,low
552,Boston,business_and_personal_service,clerical,private,0.1,1,white,F,3,NO,2,NO,YES,NO,NO,YES,NO,low
552,Boston,business_and_personal_service,clerical,private,0.1,1,black,F,3,NO,13,YES,YES,NO,NO,YES,YES,low
552,Boston,business_and_personal_service,clerical,private,0.1,0,white,F,3,YES,4,YES,YES,YES,NO,YES,YES,high
552,Boston,business_and_personal_service,clerical,private,0.1,0,black,F,2,NO,19,NO,NO,YES,NO,NO,YES,high
302,Boston,manufacturing,manager,private,0,0,white,F,4,NO,10,YES,NO,YES,NO,NO,NO,high
302,Boston,manufacturing,manager,private,0,0,black,M,4,NO,10,YES,NO,YES,YES,NO,YES,high
302,Boston,manufacturing,manager,private,0,0,white,M,4,NO,18,NO,NO,NO,NO,NO,NO,low
302,Boston,manufacturing,manager,private,0,0,black,F,4,NO,26,NO,NO,NO,NO,NO,NO,low
553,Chicago,finance_insurance_real_estate,secretary,public,0,0,black,F,4,NO,4,YES,NO,NO,NO,YES,NO,low
553,Chicago,finance_insurance_real_estate,secretary,public,0,0,white,F,4,YES,4,YES,NO,NO,NO,NO,NO,low
553,Chicago,finance_insurance_real_estate,secretary,public,0,0,white,F,3,YES,4,YES,NO,YES,YES,NO,YES,high
553,Chicago,finance_insurance_real_estate,secretary,public,0,0,black,F,3,YES,4,YES,YES,YES,NO,YES,YES,high
554,Chicago,other_service,secretary,unknown,0.1,0,white,F,4,NO,4,YES,YES,NO,NO,YES,NO,low
554,Chicago,other_service,secretary,unknown,0.1,0,black,F,4,YES,4,YES,NO,NO,NO,NO,NO,low
555,Chicago,other_service,sales_rep,private,3,0,white,F,4,NO,4,YES,NO,NO,NO,YES,NO,low
555,Chicago,other_service,sales_rep,private,3,0,black,F,3,NO,21,YES,YES,YES,NO,YES,YES,high
555,Chicago,other_service,sales_rep,private,3,0,black,F,4,YES,4,YES,NO,NO,NO,YES,NO,low
555,Chicago,other_service,sales_rep,private,3,0,white,F,3,YES,16,YES,NO,NO,NO,NO,YES,high
556,Chicago,business_and_personal_service,secretary,private,0,0,white,F,3,NO,4,YES,NO,NO,NO,YES,NO,low
556,Chicago,business_and_personal_service,secretary,private,0,0,white,F,4,YES,4,YES,NO,NO,NO,NO,YES,high
556,Chicago,business_and_personal_service,secretary,private,0,0,black,F,4,YES,4,YES,NO,NO,NO,NO,NO,low
556,Chicago,business_and_personal_service,secretary,private,0,0,black,F,3,YES,4,YES,NO,YES,NO,YES,YES,high
557,Chicago,business_and_personal_service,sales_rep,unknown,0,1,white,F,4,YES,5,YES,NO,NO,NO,YES,YES,high
557,Chicago,business_and_personal_service,sales_rep,unknown,0,0,black,F,3,YES,3,YES,NO,YES,YES,NO,YES,high
557,Chicago,business_and_personal_service,sales_rep,unknown,0,1,white,F,2,NO,6,YES,NO,NO,NO,NO,NO,low
557,Chicago,business_and_personal_service,sales_rep,unknown,0,0,black,F,4,NO,11,YES,NO,NO,NO,YES,NO,low
558,Chicago,transportation_communication,clerical,unknown,0.1,0,white,F,4,YES,12,YES,NO,NO,NO,NO,NO,low
558,Chicago,transportation_communication,clerical,unknown,0.1,0,white,F,3,YES,14,YES,NO,NO,NO,NO,YES,high
558,Chicago,transportation_communication,clerical,unknown,0.1,0,black,F,3,NO,13,YES,YES,YES,NO,YES,YES,high
558,Chicago,transportation_communication,clerical,unknown,0.1,0,black,F,4,NO,12,YES,NO,NO,NO,YES,NO,low
559,Chicago,other_service,secretary,unknown,0,1,black,F,4,YES,12,YES,NO,NO,NO,NO,NO,low
559,Chicago,other_service,secretary,unknown,0,1,white,F,4,NO,11,YES,YES,NO,YES,YES,YES,high
559,Chicago,other_service,secretary,unknown,0,0,white,F,4,NO,11,YES,NO,NO,NO,YES,NO,low
559,Chicago,other_service,secretary,unknown,0,0,black,F,3,NO,12,YES,NO,YES,NO,YES,YES,high
560,Chicago,other_service,secretary,unknown,0,0,black,F,4,NO,3,YES,NO,NO,NO,YES,NO,low
560,Chicago,other_service,secretary,unknown,0,0,black,F,3,NO,6,YES,NO,YES,NO,YES,YES,high
560,Chicago,other_service,secretary,unknown,0,0,white,F,4,YES,7,YES,NO,NO,NO,YES,YES,high
560,Chicago,other_service,secretary,unknown,0,0,white,F,3,NO,8,YES,NO,NO,NO,YES,NO,low
561,Chicago,finance_insurance_real_estate,secretary,unknown,3,0,white,F,3,YES,16,YES,NO,NO,NO,NO,YES,high
561,Chicago,finance_insurance_real_estate,secretary,unknown,3,0,black,F,3,NO,17,YES,YES,YES,NO,YES,YES,high
562,Chicago,other_service,secretary,nonprofit,0.1,0,white,F,4,YES,5,YES,YES,YES,NO,NO,YES,high
562,Chicago,other_service,secretary,nonprofit,0.1,0,black,F,4,YES,5,YES,NO,NO,NO,YES,YES,high
563,Chicago,wholesale_and_retail_trade,clerical,unknown,0,0,white,F,0,NO,4,YES,NO,NO,NO,NO,NO,low
563,Chicago,wholesale_and_retail_trade,clerical,unknown,0,0,black,F,4,NO,9,YES,NO,NO,NO,NO,YES,high
563,Chicago,wholesale_and_retail_trade,clerical,unknown,0,0,black,F,4,YES,6,YES,NO,NO,NO,YES,NO,low
563,Chicago,wholesale_and_retail_trade,clerical,unknown,0,0,white,F,4,YES,8,YES,NO,NO,NO,NO,YES,high
564,Chicago,other_service,secretary,unknown,0,0,black,F,4,NO,6,YES,NO,NO,NO,YES,NO,low
564,Chicago,other_service,secretary,unknown,0,0,white,F,4,NO,6,YES,NO,NO,NO,YES,NO,low
565,Chicago,business_and_personal_service,secretary,unknown,0,0,black,F,4,NO,3,YES,YES,NO,YES,YES,YES,high
565,Chicago,business_and_personal_service,secretary,unknown,0,0,white,F,3,YES,5,YES,NO,YES,YES,NO,YES,high
565,Chicago,business_and_personal_service,secretary,unknown,0,0,white,F,2,NO,4,YES,NO,NO,NO,YES,NO,low
565,Chicago,business_and_personal_service,secretary,unknown,0,0,black,F,4,YES,6,YES,NO,NO,NO,YES,NO,low
566,Chicago,business_and_personal_service,secretary,unknown,3,0,white,F,4,YES,8,YES,YES,YES,NO,NO,YES,high
566,Chicago,business_and_personal_service,secretary,unknown,3,0,black,F,4,YES,9,NO,YES,NO,NO,YES,NO,low
566,Chicago,business_and_personal_service,secretary,unknown,3,0,white,F,4,YES,7,NO,YES,NO,NO,YES,NO,low
566,Chicago,business_and_personal_service,secretary,unknown,3,0,black,F,4,NO,5,YES,YES,YES,NO,NO,YES,high
567,Chicago,other_service,secretary,unknown,0,0,white,F,4,NO,9,YES,YES,YES,NO,YES,YES,high
567,Chicago,other_service,secretary,unknown,0,0,black,F,4,YES,7,YES,YES,NO,NO,YES,YES,high
567,Chicago,other_service,secretary,unknown,0,0,black,F,4,YES,15,YES,YES,NO,NO,YES,NO,low
567,Chicago,other_service,secretary,unknown,0,0,white,F,4,YES,6,YES,YES,NO,NO,YES,NO,low
568,Chicago,other_service,secretary,unknown,0.1,0,black,F,4,YES,5,YES,YES,NO,NO,NO,YES,high
568,Chicago,other_service,secretary,unknown,0,0,white,F,4,YES,9,YES,NO,YES,NO,NO,YES,high
569,Chicago,other_service,supervisor,unknown,2,0,white,F,4,YES,3,YES,NO,NO,NO,NO,NO,low
569,Chicago,other_service,supervisor,unknown,2,0,white,F,4,YES,4,YES,YES,NO,NO,NO,YES,high
569,Chicago,other_service,supervisor,unknown,2,0,black,F,4,YES,5,YES,NO,YES,NO,NO,YES,high
569,Chicago,other_service,supervisor,unknown,2,0,black,F,4,NO,4,YES,NO,NO,NO,YES,NO,low
570,Chicago,other_service,secretary,private,0,0,white,F,4,YES,12,YES,NO,YES,NO,NO,YES,high
570,Chicago,other_service,secretary,private,0,0,white,F,4,YES,7,YES,NO,NO,NO,NO,NO,low
570,Chicago,other_service,secretary,private,0,0,black,F,4,YES,9,YES,NO,YES,NO,NO,YES,high
570,Chicago,other_service,secretary,private,0,0,black,F,4,YES,15,YES,NO,NO,NO,NO,NO,low
571,Chicago,business_and_personal_service,secretary,private,10,0,black,F,4,NO,10,YES,NO,NO,NO,NO,YES,low
571,Chicago,business_and_personal_service,secretary,private,10,0,white,F,4,YES,11,YES,NO,NO,NO,NO,NO,low
571,Chicago,business_and_personal_service,secretary,private,10,1,white,F,4,YES,10,YES,NO,YES,NO,YES,YES,high
571,Chicago,business_and_personal_service,secretary,private,10,0,black,F,4,YES,10,YES,NO,YES,NO,NO,YES,high
572,Chicago,business_and_personal_service,secretary,private,3,0,black,F,3,YES,5,YES,NO,YES,NO,NO,YES,high
572,Chicago,business_and_personal_service,secretary,private,3,0,white,F,3,YES,16,YES,NO,NO,NO,NO,YES,high
572,Chicago,business_and_personal_service,secretary,private,3,0,white,F,3,YES,6,YES,NO,NO,NO,NO,NO,low
572,Chicago,business_and_personal_service,secretary,private,3,0,black,F,2,YES,3,YES,NO,YES,NO,YES,NO,low
573,Chicago,business_and_personal_service,secretary,unknown,0,0,white,F,4,YES,6,YES,NO,NO,NO,YES,NO,low
573,Chicago,business_and_personal_service,secretary,unknown,0,0,white,F,3,YES,3,YES,NO,YES,YES,NO,YES,high
573,Chicago,business_and_personal_service,secretary,unknown,0,0,black,F,4,YES,5,YES,NO,YES,NO,NO,YES,high
573,Chicago,business_and_personal_service,secretary,unknown,0,0,black,F,4,NO,4,YES,NO,NO,NO,YES,NO,low
574,Chicago,other_service,supervisor,nonprofit,0,0,white,F,4,NO,12,YES,YES,NO,NO,YES,NO,low
574,Chicago,other_service,supervisor,nonprofit,0,0,black,F,4,YES,16,YES,NO,NO,NO,NO,NO,low
574,Chicago,other_service,supervisor,nonprofit,0,0,white,F,3,NO,21,YES,YES,YES,NO,YES,YES,high
574,Chicago,other_service,supervisor,nonprofit,0,0,black,F,3,YES,16,YES,NO,NO,NO,NO,YES,high
575,Chicago,finance_insurance_real_estate,secretary,unknown,0,1,white,F,3,YES,16,YES,NO,NO,NO,NO,YES,high
575,Chicago,finance_insurance_real_estate,secretary,unknown,0,0,white,F,2,YES,3,YES,NO,YES,NO,YES,NO,low
575,Chicago,finance_insurance_real_estate,secretary,unknown,0,0,black,F,3,YES,6,YES,NO,NO,NO,NO,NO,low
575,Chicago,finance_insurance_real_estate,secretary,unknown,0,0,black,F,3,YES,5,YES,NO,YES,NO,NO,YES,high
576,Chicago,other_service,secretary,private,0.1,0,white,F,2,YES,3,YES,NO,YES,NO,YES,NO,low
576,Chicago,other_service,secretary,private,0.1,0,white,F,4,YES,5,YES,NO,YES,NO,NO,YES,high
576,Chicago,other_service,secretary,private,0.1,0,black,F,3,YES,5,YES,NO,YES,NO,NO,YES,high
576,Chicago,other_service,secretary,private,0.1,0,black,F,3,YES,6,YES,NO,NO,NO,NO,NO,low
135,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,white,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
81,Boston,wholesale_and_retail_trade,retail_sales,private,2,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
212,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
155,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,white,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
110,Boston,wholesale_and_retail_trade,retail_sales,private,0.1,0,white,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
135,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
110,Boston,wholesale_and_retail_trade,retail_sales,private,0.1,0,white,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
155,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,white,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
212,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,white,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
81,Boston,wholesale_and_retail_trade,retail_sales,private,2,0,black,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
212,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,black,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
237,Boston,manufacturing,retail_sales,private,0.1,0,black,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
155,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,black,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
